iter	Passed	Remaining
0	2	2109
1	3	1965
2	6	2030
3	8	2061
4	10	2106
5	12	2077
6	14	2083
7	15	1880
8	16	1860
9	18	1871
10	20	1866
11	22	1886
12	25	1918
13	27	1935
14	29	1920
15	31	1931
16	33	1927
17	35	1921
18	37	1939
19	39	1956
20	41	1945
21	43	1936
22	45	1937
23	47	1933
24	49	1947
25	52	1960
26	54	1955
27	56	1973
28	59	1982
29	61	1979
30	63	1988
31	65	1981
32	67	1984
33	69	1986
34	72	1999
35	74	2000
36	77	2007
37	79	2003
38	81	2004
39	83	2006
40	85	1998
41	87	1994
42	89	1987
43	91	1980
44	92	1971
45	95	1971
46	96	1965
47	99	1963
48	100	1956
49	103	1964
50	106	1985
51	109	1988
52	111	1995
53	113	1996
54	116	2003
55	118	2004
56	121	2004
57	123	2005
58	125	2006
59	127	2004
60	129	2000
61	132	2005
62	134	2007
63	137	2014
64	140	2024
65	143	2024
66	145	2020
67	147	2017
68	150	2028
69	152	2032
70	155	2031
71	157	2028
72	159	2030
73	162	2029
74	164	2028
75	166	2023
76	169	2026
77	171	2026
78	174	2030
79	176	2030
80	178	2027
81	181	2028
82	183	2030
83	185	2027
84	187	2020
85	189	2015
86	191	2011
87	194	2013
88	196	2013
89	199	2018
90	201	2015
91	203	2009
92	205	2002
93	206	1987
94	208	1984
95	210	1980
96	212	1980
97	216	1988
98	218	1990
99	221	1995
100	223	1989
101	226	1989
102	228	1987
103	230	1988
104	232	1985
105	235	1982
106	237	1978
107	239	1976
108	241	1975
109	243	1969
110	245	1966
111	248	1966
112	250	1964
113	252	1960
114	254	1959
115	256	1957
116	258	1954
117	261	1954
118	263	1951
119	266	1951
120	268	1950
121	270	1948
122	273	1947
123	275	1943
124	278	1946
125	280	1945
126	283	1945
127	285	1943
128	287	1941
129	289	1939
130	292	1940
131	294	1938
132	296	1934
133	299	1932
134	300	1928
135	303	1926
136	305	1923
137	307	1920
138	310	1920
139	312	1916
140	313	1912
141	316	1909
142	318	1906
143	320	1904
144	322	1901
145	325	1902
146	327	1900
147	330	1899
148	330	1890
149	332	1886
150	334	1881
151	336	1878
152	339	1877
153	341	1874
154	343	1871
155	345	1869
156	347	1867
157	349	1863
158	351	1859
159	353	1855
160	355	1852
161	357	1848
162	359	1846
163	361	1842
164	363	1840
165	365	1837
166	367	1834
167	369	1830
168	371	1827
169	373	1824
170	375	1822
171	378	1820
172	379	1816
173	382	1813
174	384	1811
175	386	1810
176	388	1807
177	390	1805
178	393	1803
179	395	1799
180	396	1795
181	399	1794
182	401	1791
183	403	1789
184	405	1786
185	408	1786
186	410	1783
187	412	1781
188	414	1778
189	417	1777
190	420	1779
191	423	1783
192	426	1784
193	429	1783
194	431	1783
195	434	1782
196	436	1780
197	439	1778
198	441	1777
199	444	1778
200	447	1776
201	450	1778
202	452	1778
203	455	1776
204	457	1774
205	460	1773
206	462	1771
207	464	1768
208	466	1766
209	468	1764
210	470	1760
211	473	1758
212	475	1756
213	477	1753
214	479	1752
215	482	1750
216	484	1746
217	486	1744
218	488	1740
219	490	1738
220	492	1736
221	494	1733
222	497	1732
223	500	1732
224	502	1730
225	504	1728
226	506	1724
227	508	1721
228	510	1719
229	513	1717
230	515	1715
231	517	1714
232	519	1711
233	521	1707
234	523	1703
235	525	1701
236	527	1699
237	530	1697
238	532	1695
239	534	1693
240	536	1689
241	538	1688
242	541	1686
243	543	1682
244	545	1679
245	547	1677
246	549	1675
247	551	1673
248	554	1672
249	556	1670
250	559	1670
251	563	1671
252	565	1670
253	568	1668
254	570	1667
255	572	1665
256	575	1663
257	578	1663
258	581	1663
259	583	1659
260	585	1656
261	587	1653
262	589	1652
263	592	1652
264	595	1650
265	597	1649
266	600	1647
267	602	1645
268	604	1643
269	607	1643
270	609	1640
271	611	1637
272	613	1634
273	616	1632
274	618	1629
275	620	1627
276	622	1625
277	625	1623
278	627	1621
279	629	1619
280	631	1616
281	634	1614
282	636	1611
283	638	1610
284	641	1608
285	643	1605
286	645	1604
287	648	1602
288	650	1600
289	653	1599
290	655	1598
291	658	1595
292	660	1594
293	663	1592
294	665	1591
295	668	1590
296	670	1588
297	673	1586
298	675	1583
299	678	1582
300	680	1579
301	682	1576
302	684	1573
303	686	1572
304	688	1569
305	691	1567
306	693	1564
307	694	1561
308	696	1558
309	698	1555
310	700	1553
311	703	1551
312	706	1550
313	708	1548
314	710	1545
315	712	1543
316	714	1540
317	717	1538
318	719	1536
319	721	1533
320	723	1531
321	726	1529
322	728	1526
323	730	1524
324	732	1522
325	735	1519
326	737	1517
327	739	1515
328	741	1512
329	743	1508
330	745	1506
331	747	1503
332	749	1502
333	751	1499
334	753	1496
335	755	1493
336	757	1491
337	759	1488
338	761	1485
339	763	1482
340	766	1480
341	768	1477
342	770	1475
343	772	1473
344	774	1470
345	776	1467
346	778	1464
347	780	1462
348	782	1460
349	785	1458
350	787	1456
351	790	1454
352	792	1452
353	794	1449
354	796	1447
355	798	1445
356	800	1442
357	802	1439
358	805	1437
359	807	1434
360	809	1432
361	811	1430
362	813	1427
363	815	1425
364	818	1423
365	820	1421
366	822	1418
367	824	1416
368	827	1414
369	829	1412
370	831	1409
371	833	1407
372	835	1405
373	837	1402
374	839	1399
375	842	1397
376	844	1395
377	847	1393
378	849	1391
379	851	1389
380	853	1386
381	855	1384
382	858	1382
383	860	1380
384	862	1377
385	864	1375
386	867	1373
387	869	1371
388	871	1368
389	873	1366
390	875	1364
391	877	1361
392	880	1359
393	882	1357
394	884	1354
395	886	1352
396	888	1349
397	891	1348
398	893	1346
399	896	1344
400	898	1342
401	900	1339
402	902	1336
403	904	1334
404	907	1333
405	909	1330
406	911	1327
407	913	1325
408	915	1322
409	917	1320
410	919	1317
411	922	1317
412	925	1315
413	927	1312
414	929	1310
415	932	1309
416	935	1307
417	937	1305
418	940	1304
419	942	1301
420	944	1299
421	947	1297
422	949	1295
423	951	1292
424	954	1290
425	957	1289
426	959	1288
427	962	1286
428	965	1284
429	967	1282
430	970	1281
431	973	1279
432	975	1277
433	978	1275
434	980	1273
435	982	1271
436	985	1269
437	988	1268
438	990	1265
439	992	1263
440	995	1261
441	997	1259
442	1000	1257
443	1003	1256
444	1005	1254
445	1007	1251
446	1009	1249
447	1012	1246
448	1013	1244
449	1015	1241
450	1018	1239
451	1020	1236
452	1022	1234
453	1024	1232
454	1026	1229
455	1028	1227
456	1031	1225
457	1033	1222
458	1035	1220
459	1037	1217
460	1039	1215
461	1041	1212
462	1043	1210
463	1046	1208
464	1048	1206
465	1050	1203
466	1052	1201
467	1055	1199
468	1057	1197
469	1059	1194
470	1062	1192
471	1064	1190
472	1066	1188
473	1069	1186
474	1071	1183
475	1073	1181
476	1075	1179
477	1077	1176
478	1080	1174
479	1083	1173
480	1085	1171
481	1088	1169
482	1090	1167
483	1093	1165
484	1095	1163
485	1097	1161
486	1100	1159
487	1102	1156
488	1104	1154
489	1106	1152
490	1109	1150
491	1113	1149
492	1115	1147
493	1118	1145
494	1121	1143
495	1123	1141
496	1126	1140
497	1129	1138
498	1131	1135
499	1133	1133
500	1135	1131
501	1138	1128
502	1140	1127
503	1143	1125
504	1145	1122
505	1148	1120
506	1150	1118
507	1152	1116
508	1154	1113
509	1157	1111
510	1159	1109
511	1161	1107
512	1164	1105
513	1166	1102
514	1168	1100
515	1171	1098
516	1173	1096
517	1175	1094
518	1178	1092
519	1181	1090
520	1184	1088
521	1188	1087
522	1191	1086
523	1194	1084
524	1196	1082
525	1199	1080
526	1202	1078
527	1204	1076
528	1206	1074
529	1209	1072
530	1211	1069
531	1213	1067
532	1215	1065
533	1218	1063
534	1221	1061
535	1224	1059
536	1227	1057
537	1229	1055
538	1232	1054
539	1235	1052
540	1238	1050
541	1241	1049
542	1244	1047
543	1247	1045
544	1250	1044
545	1253	1042
546	1256	1040
547	1258	1038
548	1261	1036
549	1263	1034
550	1267	1032
551	1269	1030
552	1271	1028
553	1273	1025
554	1275	1022
555	1278	1020
556	1280	1018
557	1282	1015
558	1284	1013
559	1286	1010
560	1288	1008
561	1290	1005
562	1292	1003
563	1294	1000
564	1297	999
565	1299	996
566	1302	994
567	1304	992
568	1306	989
569	1309	987
570	1311	985
571	1314	983
572	1316	981
573	1318	978
574	1320	976
575	1323	973
576	1324	971
577	1326	968
578	1329	966
579	1330	963
580	1333	961
581	1335	958
582	1337	956
583	1339	954
584	1341	951
585	1343	949
586	1345	946
587	1347	944
588	1350	942
589	1352	939
590	1354	937
591	1356	934
592	1358	932
593	1361	930
594	1364	928
595	1366	925
596	1368	923
597	1370	921
598	1372	918
599	1374	916
600	1376	913
601	1378	911
602	1380	909
603	1382	906
604	1384	904
605	1387	901
606	1389	899
607	1392	897
608	1395	895
609	1397	893
610	1399	890
611	1400	888
612	1403	885
613	1405	883
614	1408	881
615	1410	879
616	1412	876
617	1414	874
618	1416	871
619	1418	869
620	1420	867
621	1423	865
622	1426	863
623	1429	861
624	1432	859
625	1435	857
626	1437	855
627	1440	853
628	1442	850
629	1444	848
630	1447	846
631	1449	843
632	1451	841
633	1453	839
634	1456	836
635	1458	834
636	1460	832
637	1462	829
638	1464	827
639	1466	824
640	1469	822
641	1471	820
642	1474	818
643	1476	816
644	1479	814
645	1481	812
646	1484	810
647	1487	807
648	1489	805
649	1491	803
650	1493	800
651	1495	798
652	1497	795
653	1499	793
654	1501	790
655	1503	788
656	1505	786
657	1507	783
658	1509	781
659	1511	778
660	1513	776
661	1515	773
662	1518	771
663	1520	769
664	1522	767
665	1524	764
666	1527	762
667	1529	759
668	1531	757
669	1534	755
670	1537	753
671	1539	751
672	1541	749
673	1543	746
674	1546	744
675	1548	742
676	1550	739
677	1552	737
678	1554	734
679	1556	732
680	1558	730
681	1560	727
682	1562	725
683	1565	723
684	1567	720
685	1570	718
686	1572	716
687	1573	713
688	1575	711
689	1577	708
690	1580	706
691	1582	704
692	1584	701
693	1586	699
694	1588	697
695	1590	694
696	1592	692
697	1594	690
698	1597	687
699	1599	685
700	1601	682
701	1603	680
702	1605	678
703	1607	675
704	1609	673
705	1612	671
706	1614	669
707	1616	666
708	1618	664
709	1620	661
710	1622	659
711	1624	657
712	1626	654
713	1629	652
714	1632	650
715	1636	648
716	1639	647
717	1641	644
718	1645	642
719	1647	640
720	1649	638
721	1651	636
722	1653	633
723	1655	631
724	1658	628
725	1660	626
726	1662	624
727	1664	621
728	1666	619
729	1668	617
730	1670	614
731	1673	612
732	1676	610
733	1678	608
734	1681	606
735	1683	603
736	1685	601
737	1687	599
738	1689	596
739	1691	594
740	1693	592
741	1695	589
742	1697	587
743	1699	584
744	1702	582
745	1704	580
746	1706	578
747	1708	575
748	1710	573
749	1712	570
750	1714	568
751	1716	566
752	1719	564
753	1721	561
754	1724	559
755	1726	557
756	1728	554
757	1730	552
758	1733	550
759	1735	548
760	1738	545
761	1740	543
762	1742	541
763	1744	538
764	1746	536
765	1748	534
766	1750	531
767	1753	529
768	1755	527
769	1756	524
770	1758	522
771	1760	520
772	1763	517
773	1765	515
774	1767	513
775	1769	510
776	1771	508
777	1773	506
778	1776	503
779	1778	501
780	1780	499
781	1782	496
782	1784	494
783	1786	492
784	1788	489
785	1791	487
786	1793	485
787	1795	483
788	1797	480
789	1799	478
790	1802	476
791	1804	473
792	1806	471
793	1808	469
794	1810	466
795	1812	464
796	1814	462
797	1817	459
798	1819	457
799	1821	455
800	1823	452
801	1824	450
802	1826	448
803	1828	445
804	1831	443
805	1833	441
806	1836	439
807	1838	436
808	1840	434
809	1842	432
810	1844	429
811	1847	427
812	1849	425
813	1851	423
814	1854	420
815	1856	418
816	1858	416
817	1861	414
818	1862	411
819	1865	409
820	1867	407
821	1869	404
822	1871	402
823	1873	400
824	1875	397
825	1877	395
826	1879	393
827	1881	390
828	1883	388
829	1886	386
830	1888	384
831	1890	381
832	1892	379
