iter	Accuracy	MultiClass
444	0.9453125	0.5372103853
445	0.946875	0.5364199364
446	0.9484375	0.5356487376
447	0.9484375	0.5351468969
448	0.946875	0.5340417043
449	0.9484375	0.5335452049
450	0.946875	0.5326125648
451	0.9453125	0.5318504338
452	0.9453125	0.5315080451
453	0.9453125	0.530497904
454	0.946875	0.529894251
455	0.946875	0.5288587197
456	0.9484375	0.5283498253
457	0.946875	0.5275943894
458	0.9484375	0.527027455
459	0.9484375	0.5263772361
460	0.9484375	0.525420467
461	0.9484375	0.5246862618
462	0.9484375	0.5240972872
463	0.9484375	0.5236572242
464	0.9484375	0.5231865312
465	0.95	0.522773954
466	0.95	0.5222648656
467	0.9484375	0.521710429
468	0.9484375	0.5207515622
469	0.9484375	0.5199833223
470	0.9484375	0.5190793905
471	0.9484375	0.5186504962
472	0.95	0.5178692048
473	0.95	0.5174875129
474	0.95	0.5165564145
475	0.9515625	0.5160040663
476	0.9515625	0.5153347279
477	0.9515625	0.5147227726
478	0.9515625	0.5142086438
479	0.9515625	0.5137918979
480	0.9515625	0.5134097312
481	0.9515625	0.5127208015
482	0.953125	0.5115491756
483	0.953125	0.5104670981
484	0.9546875	0.50987683
485	0.9546875	0.5087682646
486	0.9546875	0.5082164364
487	0.9546875	0.5074664486
488	0.9546875	0.5068924841
489	0.9546875	0.5063687083
490	0.9546875	0.5056502269
491	0.9546875	0.5051856943
492	0.9546875	0.5045722996
493	0.9546875	0.5036660731
494	0.95625	0.5029333171
495	0.95625	0.5026878169
496	0.95625	0.5019707694
497	0.95625	0.5015442438
498	0.9546875	0.5008113694
499	0.95625	0.5001734401
500	0.95625	0.4993357294
501	0.95625	0.498604695
502	0.95625	0.4980223761
503	0.9578125	0.497631781
504	0.9578125	0.4967561435
505	0.9578125	0.4959108335
506	0.9578125	0.4951917645
507	0.9578125	0.494393599
508	0.9578125	0.493889919
509	0.95625	0.4930841331
510	0.95625	0.4928282267
511	0.9578125	0.4923292476
512	0.9578125	0.4915123348
513	0.9578125	0.4910891933
514	0.959375	0.4905486844
515	0.959375	0.4901093691
516	0.959375	0.4894585455
517	0.959375	0.4889282069
518	0.959375	0.4883563078
519	0.959375	0.4877969941
520	0.959375	0.4872192546
521	0.959375	0.4866445525
522	0.959375	0.485712104
523	0.9578125	0.4847434192
524	0.95625	0.484261991
525	0.959375	0.4837857988
526	0.9609375	0.4832342057
527	0.9609375	0.4822952314
528	0.959375	0.481827369
529	0.9578125	0.4810629822
530	0.9609375	0.4803777926
531	0.959375	0.4800922004
532	0.9609375	0.4793330792
533	0.9609375	0.478371705
534	0.9609375	0.4778689984
535	0.9609375	0.4774173098
536	0.9625	0.4765945125
537	0.9625	0.4761312017
538	0.9625	0.4755846559
539	0.9640625	0.4750083992
540	0.9625	0.4744891716
541	0.9640625	0.4740397767
542	0.9640625	0.4733329804
543	0.965625	0.4728750398
544	0.965625	0.4721167053
545	0.965625	0.4713835124
546	0.965625	0.4710018502
547	0.965625	0.4703767975
548	0.965625	0.4695014981
549	0.965625	0.4691619124
550	0.965625	0.468593212
551	0.965625	0.4682346245
552	0.965625	0.4671451832
553	0.9671875	0.4667013301
554	0.96875	0.465986905
555	0.9703125	0.4653119163
556	0.9703125	0.4650583042
557	0.9703125	0.4645203053
558	0.9703125	0.4642494236
559	0.96875	0.4635504467
560	0.96875	0.4629348518
561	0.96875	0.4623968213
562	0.96875	0.4617068888
563	0.96875	0.4610899136
564	0.96875	0.460611884
565	0.96875	0.4599115624
566	0.971875	0.4593806709
567	0.9703125	0.458623563
568	0.9703125	0.4582295903
569	0.9703125	0.4575991557
570	0.9703125	0.4571787712
571	0.9734375	0.456321445
572	0.971875	0.4557784208
573	0.971875	0.4551168928
574	0.971875	0.4543647712
575	0.9734375	0.4533841099
576	0.975	0.4527948835
577	0.9734375	0.4522385868
578	0.9734375	0.4517369235
579	0.975	0.4510789344
580	0.975	0.4506198084
581	0.975	0.4502049624
582	0.975	0.4499407946
583	0.975	0.4493618455
584	0.975	0.4490395663
585	0.975	0.4485511865
586	0.975	0.4481098011
587	0.975	0.4478025812
588	0.975	0.4472416354
589	0.9765625	0.4464859801
590	0.9765625	0.4456485841
591	0.975	0.4452201562
592	0.975	0.44476007
593	0.9765625	0.4442928926
594	0.9765625	0.4438669002
595	0.9765625	0.443561899
596	0.9765625	0.4429053213
597	0.978125	0.4422148856
598	0.978125	0.4417488332
599	0.978125	0.440988245
600	0.978125	0.4403159465
601	0.978125	0.4398790935
602	0.978125	0.4392113545
603	0.978125	0.4389123506
604	0.978125	0.4380676022
605	0.978125	0.4372098261
606	0.978125	0.4367269861
607	0.978125	0.436159761
608	0.978125	0.4354836305
609	0.978125	0.4348523386
610	0.978125	0.4343153627
611	0.978125	0.4339571258
612	0.978125	0.4335354649
613	0.978125	0.4328052787
614	0.978125	0.4324309386
615	0.978125	0.4320909803
616	0.978125	0.4316721412
617	0.978125	0.4308606416
618	0.978125	0.430360438
619	0.978125	0.4295491298
620	0.978125	0.42918495
621	0.978125	0.4285442114
622	0.978125	0.4279126113
623	0.978125	0.4273885378
624	0.978125	0.4268742286
625	0.978125	0.4260047727
626	0.978125	0.4255344658
627	0.978125	0.4251293377
628	0.978125	0.4246384688
629	0.978125	0.4238512773
630	0.978125	0.4234453845
631	0.978125	0.4229022225
632	0.978125	0.4223846498
633	0.978125	0.4218816749
634	0.978125	0.4211680998
635	0.978125	0.4206048124
636	0.978125	0.4201159525
637	0.978125	0.4196348801
638	0.978125	0.4188326834
639	0.978125	0.4182905652
640	0.978125	0.4178711196
641	0.978125	0.4174887685
642	0.978125	0.4172930688
643	0.978125	0.4165625269
644	0.978125	0.4162141174
645	0.978125	0.415727712
646	0.978125	0.4151302891
647	0.978125	0.4144041517
648	0.978125	0.4139318723
649	0.978125	0.4132193219
650	0.978125	0.4129804935
651	0.98125	0.4124854634
652	0.98125	0.4120608359
653	0.98125	0.4114390077
654	0.98125	0.4110178072
655	0.98125	0.4102777124
656	0.98125	0.4098669381
657	0.98125	0.409335571
658	0.98125	0.408838166
659	0.98125	0.4086226268
660	0.98125	0.4080262866
661	0.98125	0.4076930652
662	0.98125	0.4071454143
663	0.98125	0.4064765596
664	0.98125	0.4056921605
665	0.9796875	0.405305553
666	0.9796875	0.4049115413
667	0.98125	0.404601727
668	0.9828125	0.4041029643
669	0.9828125	0.4036504109
670	0.9828125	0.4034498524
671	0.9828125	0.4032807263
672	0.98125	0.4025511057
673	0.98125	0.4021640833
674	0.9828125	0.4016953465
675	0.9828125	0.4011790021
676	0.9828125	0.4005803567
677	0.9828125	0.4000407073
678	0.9828125	0.399568943
679	0.9828125	0.3991600281
680	0.9828125	0.3989884784
681	0.9828125	0.3986462277
682	0.9828125	0.3981140918
683	0.9828125	0.3977016417
684	0.9828125	0.397254278
685	0.9828125	0.3968747779
686	0.9828125	0.3963557037
687	0.9828125	0.3957137489
688	0.9828125	0.3952263906
689	0.9828125	0.3943994914
690	0.9828125	0.393839822
691	0.9828125	0.3934285732
692	0.9828125	0.3930381401
693	0.9828125	0.3927699753
694	0.9828125	0.3923827412
695	0.9828125	0.3918129691
696	0.9828125	0.3912545661
697	0.9828125	0.3906865614
698	0.9828125	0.3904609137
699	0.9828125	0.3901119009
700	0.9828125	0.389798114
701	0.9828125	0.3893042543
702	0.9828125	0.3890008437
703	0.9828125	0.3888649618
704	0.9828125	0.3885452117
705	0.9828125	0.3882229768
706	0.9828125	0.3878032673
707	0.9828125	0.387483911
708	0.9828125	0.387088316
709	0.9828125	0.386423033
710	0.984375	0.3859440875
711	0.9828125	0.3854490022
712	0.9828125	0.3851394446
713	0.9828125	0.3848842778
714	0.9828125	0.3846513632
715	0.984375	0.3840435978
716	0.984375	0.383654445
717	0.984375	0.3833525887
718	0.984375	0.3829554737
719	0.984375	0.3823769998
720	0.984375	0.3820602882
721	0.984375	0.381616622
722	0.984375	0.3810262532
723	0.984375	0.3806210444
724	0.984375	0.3800739431
725	0.984375	0.3796529302
726	0.984375	0.3791700921
727	0.984375	0.378783256
728	0.984375	0.378039007
729	0.984375	0.3774586383
730	0.984375	0.3772245474
731	0.984375	0.3766545507
732	0.984375	0.376311403
733	0.984375	0.3757220633
734	0.984375	0.3752829256
735	0.9859375	0.3749083528
736	0.9859375	0.3743838687
737	0.9859375	0.3738904719
738	0.9859375	0.3732625871
739	0.9859375	0.3728763973
740	0.9859375	0.3725353819
741	0.9859375	0.3721193756
742	0.9859375	0.3718250095
743	0.9859375	0.3714148102
744	0.9859375	0.370831091
745	0.9875	0.3703345266
746	0.9875	0.3696913805
747	0.9875	0.369194288
748	0.9875	0.3687475782
749	0.9875	0.368296021
750	0.9875	0.3680328048
751	0.9875	0.3675473428
752	0.9875	0.367250209
753	0.9875	0.3670353008
754	0.9890625	0.3665396146
755	0.9890625	0.3660801396
756	0.9890625	0.3655472014
757	0.9890625	0.3652219154
758	0.9890625	0.3648592124
759	0.9890625	0.3644110973
760	0.9890625	0.3641302338
761	0.9890625	0.3636872383
762	0.9890625	0.3633416941
763	0.9890625	0.3628618976
764	0.9890625	0.3625263194
765	0.9890625	0.362223632
766	0.990625	0.361857311
767	0.990625	0.361314314
768	0.990625	0.3610314298
769	0.990625	0.3605130481
770	0.990625	0.3600500863
771	0.990625	0.3593993161
772	0.990625	0.358945168
773	0.990625	0.3585827237
774	0.990625	0.358133375
775	0.990625	0.3576337772
776	0.990625	0.3572502186
777	0.990625	0.3568351795
778	0.990625	0.3563033397
779	0.990625	0.3559019522
780	0.990625	0.3555795626
781	0.990625	0.3554107703
782	0.990625	0.3546451604
783	0.990625	0.354074473
784	0.9890625	0.3536931218
785	0.990625	0.3530470538
786	0.990625	0.3528057163
787	0.990625	0.3525419827
788	0.990625	0.3519614864
789	0.990625	0.3515541263
790	0.990625	0.3511420251
791	0.990625	0.3505252641
792	0.990625	0.3501122493
793	0.990625	0.3497651455
794	0.990625	0.3493350563
795	0.990625	0.3487185866
796	0.990625	0.3482976788
797	0.990625	0.3479789869
798	0.99375	0.347464287
799	0.99375	0.3472301819
800	0.99375	0.346806843
801	0.99375	0.3464750471
802	0.99375	0.345815201
803	0.99375	0.3452481319
804	0.9953125	0.3448176244
805	0.9953125	0.3445796813
806	0.9953125	0.3441482915
807	0.9953125	0.3436764011
808	0.9953125	0.3432606747
809	0.9953125	0.3428698542
810	0.9953125	0.3424294798
811	0.9953125	0.341876576
812	0.9953125	0.3416092148
813	0.9953125	0.3411215159
814	0.9953125	0.3406796955
815	0.9953125	0.3402303401
816	0.9953125	0.3398263461
817	0.9953125	0.3393442422
818	0.9953125	0.3390631767
819	0.9953125	0.3387786601
820	0.9953125	0.3382625091
821	0.9953125	0.3379508688
822	0.9953125	0.3374714647
823	0.9953125	0.33698806
824	0.9953125	0.3366810758
825	0.9953125	0.3364464232
826	0.9953125	0.3359787058
827	0.9953125	0.3357058895
828	0.9953125	0.3352227666
829	0.9953125	0.3349823754
830	0.9953125	0.3345487088
831	0.9953125	0.3342964737
832	0.9953125	0.3339247072
833	0.9953125	0.333700967
834	0.9953125	0.3334184769
835	0.9953125	0.3332300029
836	0.9953125	0.3329521376
837	0.9953125	0.3325334444
838	0.9953125	0.3320122709
839	0.9953125	0.3318121423
840	0.996875	0.3315568665
841	0.996875	0.3313217543
842	0.996875	0.3309611392
843	0.996875	0.3306937513
844	0.996875	0.3302372695
845	0.996875	0.3299119944
846	0.996875	0.3295185015
847	0.996875	0.3290179501
848	0.996875	0.3285537784
849	0.996875	0.3281928539
850	0.996875	0.3278526492
851	0.996875	0.327578848
852	0.996875	0.3272113773
853	0.996875	0.3270164071
854	0.9953125	0.3265760483
855	0.996875	0.3262003134
856	0.996875	0.325910795
857	0.996875	0.3255967333
858	0.996875	0.3253326189
859	0.9984375	0.3250926098
860	0.9984375	0.3248201115
861	0.9984375	0.324468225
862	0.9984375	0.3241992887
863	0.9984375	0.3238782609
864	0.9984375	0.32354939
865	0.9984375	0.3231561505
866	1	0.3227725311
867	0.9984375	0.3223458719
868	0.9984375	0.3220167852
869	1	0.3216137541
870	0.9984375	0.3211970078
871	0.9984375	0.3208285093
872	0.9984375	0.3205982315
873	1	0.3200416478
874	0.9984375	0.3195996233
875	0.9984375	0.3192400862
876	1	0.3188609042
877	0.9984375	0.3186341672
878	0.9984375	0.3184605812
879	1	0.3180968417
880	1	0.3178215433
881	1	0.3174195261
882	1	0.3168926307
883	1	0.3165759927
884	1	0.3161783594
885	1	0.3159455423
886	1	0.3154806871
887	1	0.3151000692
888	1	0.3145980031
889	1	0.3142556811
890	1	0.3139640991
891	1	0.3136393733
892	1	0.3131944437
893	1	0.3127906368
894	1	0.3125142896
895	1	0.3122532111
896	1	0.3117813757
897	1	0.3114606915
898	1	0.311194925
899	1	0.3110637553
900	1	0.3108433082
901	1	0.3105787554
902	1	0.3102859062
903	1	0.3101051088
904	1	0.3097969463
905	1	0.3094230552
906	1	0.3091289112
907	1	0.3087251805
908	1	0.3084872866
909	1	0.308336
910	1	0.3080185083
911	1	0.3076249332
912	1	0.3073644274
913	1	0.3069715835
914	1	0.3066881882
915	1	0.3064555873
916	1	0.3060972381
917	1	0.3058893128
918	1	0.3055880373
919	1	0.3052467283
920	1	0.3049505066
921	1	0.3046600251
922	1	0.3044170717
923	1	0.3041321173
924	1	0.303801831
925	1	0.3037178198
926	1	0.3033244719
927	1	0.3029140768
928	1	0.3025618153
929	1	0.3021282505
930	1	0.3016830326
931	1	0.3013721825
932	1	0.3010138494
933	1	0.3007161887
934	1	0.3004725383
935	1	0.2999873981
936	1	0.2996696491
937	1	0.2993143425
938	1	0.2990329315
939	1	0.2985814804
940	1	0.2984119953
941	1	0.2980959071
942	1	0.2977015282
943	1	0.2974863667
944	1	0.2971549155
945	1	0.2968715651
946	1	0.2965740903
947	1	0.2962710897
948	1	0.2959983929
949	1	0.295830545
950	1	0.2955827171
951	1	0.2951934357
952	1	0.2949067159
953	1	0.2945516721
954	1	0.2943900075
955	1	0.2942127852
956	1	0.2939255401
957	1	0.2936733883
958	1	0.2934109884
959	1	0.2931419001
960	1	0.2928541877
961	1	0.2925766639
962	1	0.2922155509
963	1	0.2919637456
964	1	0.2915865407
965	1	0.2913196691
966	1	0.291032827
967	1	0.2906983647
968	1	0.2903619373
969	1	0.2898696269
970	1	0.2897330694
971	1	0.289374245
972	1	0.2892059262
973	1	0.2888114576
974	1	0.2885010454
975	1	0.288289533
976	1	0.2879277765
977	1	0.2877435114
978	1	0.2873945689
979	1	0.2870480778
980	1	0.2867520138
981	1	0.286531975
982	1	0.2863293192
983	1	0.2858459864
984	1	0.2853868556
985	1	0.2850376732
986	1	0.2847187951
987	1	0.2845098743
988	1	0.2843153209
989	1	0.2841624138
990	1	0.2837968869
991	1	0.2836533687
992	1	0.2832371872
993	1	0.2829988949
994	1	0.2826949708
995	1	0.2823650629
996	1	0.2820711049
997	1	0.2818787356
998	1	0.2815918591
999	1	0.2812488591
