iter	F1	Logloss
0	0.9908592322	0.3201462317
1	0.9927007299	0.1741590975
2	0.9927797834	0.1023713018
3	0.998185118	0.0621859314
4	0.998185118	0.04249453387
5	0.998185118	0.02707867995
6	0.998185118	0.01859875071
7	1	0.01371191661
8	1	0.01037513588
9	1	0.00873573777
10	1	0.007676472873
11	1	0.006534973928
12	1	0.00577825905
13	1	0.005300285181
14	1	0.004982677734
15	1	0.00437944138
16	1	0.003872027344
17	1	0.003387952747
18	1	0.003008479718
19	1	0.00270851005
20	1	0.002583765299
21	1	0.00239904698
22	1	0.00227476814
23	1	0.002126181272
24	1	0.002026543676
25	1	0.001911654843
26	1	0.001821561596
27	1	0.001710950562
28	1	0.001670396435
29	1	0.001611899391
30	1	0.001541940827
31	1	0.001481871282
32	1	0.001446652233
33	1	0.001415450618
34	1	0.001346651387
35	1	0.001307217003
36	1	0.001265427534
37	1	0.001223942683
38	1	0.001181607484
39	1	0.001147147397
40	1	0.001115880623
41	1	0.001081026406
42	1	0.001048606034
43	1	0.001018348255
44	1	0.0009915575856
45	1	0.0009700086906
46	1	0.0009443957379
47	1	0.0009202732318
48	1	0.0008986823702
49	1	0.0008770437923
50	1	0.0008565420602
51	1	0.0008370823304
52	1	0.0008185806544
53	1	0.0008009623953
54	1	0.0007841609208
55	1	0.0007681165145
56	1	0.000752775466
57	1	0.0007380893038
58	1	0.0007243619034
59	1	0.0007108365929
60	1	0.0006978479046
61	1	0.0006853625416
62	1	0.0006733500406
63	1	0.0006617824645
64	1	0.0006506341366
65	1	0.0006398814083
66	1	0.0006295024553
67	1	0.0006209184162
68	1	0.0006137633907
69	1	0.0006042611479
70	1	0.0005975086269
71	1	0.0005898241139
72	1	0.0005810869375
73	1	0.0005738420471
74	1	0.0005738151779
75	1	0.0005737883115
76	1	0.0005737614478
77	1	0.0005737345867
78	1	0.0005654912349
79	1	0.0005574946129
80	1	0.0005508557188
81	1	0.0005490471564
82	1	0.0005472512552
83	1	0.0005408663491
84	1	0.0005355251616
85	1	0.000531351406
86	1	0.0005262060436
87	1	0.0005211648554
88	1	0.0005211593897
89	1	0.0005153963507
90	1	0.0005097658623
91	1	0.0005042632229
92	1	0.0005041409816
93	1	0.0005040595202
94	1	0.0005040187934
95	1	0.000503937374
96	1	0.0005038966681
97	1	0.0005038559693
98	1	0.0005038152774
99	1	0.0005037745925
100	1	0.0005037339145
101	1	0.0005022384256
102	1	0.0004969042077
103	1	0.0004967857227
104	1	0.0004946749319
105	1	0.0004903955116
106	1	0.000489248598
107	1	0.0004841982263
108	1	0.0004799632962
109	1	0.0004798898945
110	1	0.0004798165165
111	1	0.0004796698486
112	1	0.0004795232755
113	1	0.0004791574821
114	1	0.0004780653589
115	1	0.0004754098218
116	1	0.0004736978251
117	1	0.0004736621219
118	1	0.0004734837175
119	1	0.0004717862831
120	1	0.0004714328482
121	1	0.0004689226085
122	1	0.0004689051347
123	1	0.0004688963983
124	1	0.0004688265287
125	1	0.0004688090624
126	1	0.0004688003299
127	1	0.0004687304905
128	1	0.0004674459251
129	1	0.0004664093175
130	1	0.000466305694
131	1	0.0004662193713
132	1	0.0004661503414
133	1	0.0004660813331
134	1	0.0004660123463
135	1	0.0004659433811
